"","Symbol","Last","% Change","Day Range","Low","High","Volume","Bid","Ask","Year Range","Year Low","Year High","Prev. Close","Market Cap","P/E","Beta","% MTD","% YTD"
"","DRE","65.12","2.7291370878687493","17005128.038006403","63.68","64.95","1736455","63.39","65.31","202381.775904","47.12","66.22","63.39","24393739800","25.56","0.9802","3.676470588235281","-1.188299817184646"
"","DRI","130.48","0.1919680565154014","296804332.1787261","130.93","131.96","753034","129.29","132","2404478.6856071996","110.96","164.277","130.23","16244108800","17.59","1.4754","5.96031809783919","-12.433616569304295"
"","DTE","134.91","1.18502962574063","325370131.19055885","133.97","135.02","1080338","133.8","135.58","2047352.4188459998","108.22","140.23","133.33","25831220900","34.02","0.8645","3.537989255564078","12.857620880040145"
"","DUK","110.35","1.6956962491936123","144041002.39388475","109.13","110.33","3302674","110","110.35","1224567.5211","95.48","116.33","108.51","83541740500","21.92","0.696","0.2910943327572024","5.100095328884646"
"","DVA","92.48","0.9717218036903619","71782928.44058785","91.49","92.63","489012","91.2","92.6","928221.4814502401","74.9701","133.88","91.59","8362166999.999999","11.36","0.6976","9.88593155893538","-18.70604781997187"
"","DVN","65.56","1.7064846416382284","17782762.7484639","63.97","65.79","8712036","65.55","65.56","127306.22820000001","24.46","79.4","64.46","42543600000","8.21","1.6123","4.2959427207637235","48.808172531214524"
"","DXC","26.64","1.2542759407069726","491606.7734476799","26.24","26.73","1333676","26.15","26.69","27990.213767999994","25.07","41.91","26.31","6042223000","11.91","1.7703","-15.696202531645575","-17.24137931034482"
"","DXCM","89.86","1.8359020852221297","62659029.50227441","87.93","89.9","1914913","85.1","91","990653.7633286613","66.8925","164.86295","88.24","34641435700","182.16","1.7692","9.442007797270957","167.6746306548985"
"","EA","132.87","2.4599012954966026","291230152.75722605","129.95","131.55","1000321","131","134.25","2120482.896288","109.24","147.76","129.68","36220402100","41.07","0.5884","0.10668292311211136","-0.4018195602729313"
"","EBAY","49.24","1.379452336833431","5785168.742904958","48.69","49.48","2885801","48.43","49.57","162648.641472","40.52","81.19","48.57","26682803800","","0.7497","1.6656384947563163","-25.654135338345863"
"","ECL","174.09","1.7296791912581044","893622189.5999471","172.12","174.27","888868","165","176.01","5982239.454534","143.82","238.93","171.13","48884140200","44.63","1.0573","5.4004964581946036","-25.78967560424571"
"","ED","99.11","0.639723801787162","95785428.0425328","98.68","99.45","1955194","99.12","99.7","716755.23916128","71.52","101.1174","98.48","34890971600","21.58","0.5244","-0.1611765891004313","16.16268166901078"
"","EFX","222.33","1.8460833715070901","2359911215.978732","218.61","222.42","597244","211.89","222.74","11292944.978775","169.25","300.11","218.3","26719920000","35.97","0.9207","6.423818869369602","-24.06502954335872"
"","EIX","70.75","2.53623188405796","24055459.7052","69.56","70.84","1675089","69.69","71","285202.70219999994","54.98","73.32","69","26318808000","52.1","0.8154","4.397225911170133","3.663003663003672"
"","EL","275.8","2.012131972185238","5551644295.90381","270.7","275.46","1080255","274.71","275.8","23225807.50644","225.39","374.2","270.36","96612334900","29.54","1.0747","0.8348590259978028","-25.613182063749328"
"","EMN","101.17","2.006452913893919","101270754.21719955","99.76","101.17","581561","96.8","101.53","1112758.8394624998","84.95","129.475","99.18","12180196600","10.79","1.1172","5.462316272281864","-16.326193036142577"
"","EMR","89.22","1.9773688421534041","60993704.39730749","87.55","89.25","2425654","87.5","89.98","720171.28067904","76.1568","105.99","87.49","51969060000","16.54","1.112","-0.9437104474297686","-4.033559212649241"
"","ENPH","299.05","2.0996927278934985","7676446769.049172","291.74","300.19","2421874","291.5","299.86","10482177.62592","113.4","308.88","292.9","39675355300","204","1.7017","5.306495882891116","63.5836886410845"
"","EOG","114.49","0.8367095296811566","167051089.90124798","112","114.74","2323818","114.4","114.94","1064213.3900310001","62.81","147.99","113.54","66501854000.00001","11.66","1.2299","2.940118683689974","28.886637397275685"
"","EPAM","444.91","2.1349372144808365","38080842977.251114","439.63","446.94","254388","437","448.39","54411158.047545","168.5925","725.4","435.61","24895590700","70.35","1.3724","27.3901216893343","-33.44154387014736"
"","EQIX","704.56","2.2123572848210538","237075794883.70746","692.61","704.8","316944","695","704.63","378048430.327872","606.12","885.26","689.31","62779046100","98.07","0.8339","0.11652030579474282","-16.702922538541575"
"","EQR","79.62","1.2590614269363032","39745570.93005156","79.03","79.99","914816","78.5","80","508922.499456","67.48","94.32","78.63","29574158300","23.64","0.9106","2.0028064804184176","-11.64640883977901"
"","ES","93.11","1.6373758323327214","73003712.01064032","91.91","93.12","1105249","87.26","94","679019.6610544999","77.065","94.63","91.61","31594273600","23.88","0.6976","5.542960779868511","2.3411738843701846"
"","ESS","297.13","1.4961571306575605","7606844501.64291","293.99","297.46","232362","276.9","297.7","27058227.597216003","250.62","363.36","292.75","19065168100","49.56","0.9435","3.6994381042124713","-15.643187689861747"
"","ETN","152.44","2.000669120107057","521141864.24999994","150","152.5","1318554","152.44","152.45","3281377.708","122.5","175.72","149.45","59630550000","25.95","1.1367","2.7292944268481723","-11.792616595301464"
"","ETR","121.01","1.8774204411517115","207432505.91960856","119.19","121.08","824070","118","121.11","1511492.76085925","98.495","126.815","118.78","24161990000","19.64","0.8388","5.107270042560597","7.421216156236121"
"","ETSY","119.5","4.202999651203343","193075215.0272064","116.8","120.21","2971251","117.5","120.95","2472823.290525","67.01","307.75","114.68","14519520100","40.43","1.3546","15.609332819128419","-45.23157029323103"
"","EVRG","70.89","2.2353619844245776","24297803.9736399","69.67","70.95","565606","69.3","71.35","307628.763316875","59.3439","73.125","69.34","15912004500","19.47","0.8355","3.852915323762085","3.3231307389593345"
"","EW","104.8","0.8468052347959887","117865444.48715518","103.13","104.94","1609640","103","105","1181457.9163199998","85.58","131.73","103.92","64424476600","44.97","0.9423","4.237119554406199","-19.10459282130452"
"","EXC","45.98","0.6126914660831373","4441126.0502700005","45.5","46.26","4872535","44.52","46.5","78247.9422747","33.421","50.71","45.7","45323294900","16.87","0.944","-0.6883200688320046","11.908010984775963"
"","EXPD","107.16","-0.6305637982195855","133153071.74387713","106.53","108.16","966451","105","109.46","1367096.27184","92.58","137.8","107.84","18090591400","11.89","0.7617","0.8564705882352808","-20.202546727232107"
"","EXPE","113.54","3.09634068827751","157169799.772448","110.51","113.77","2494209","109.6","113.54","2192078.33164","88.7","217.72","110.13","17301092600","54.95","1.3533","7.034417727487052","-37.19012837538733"
"","EXR","211.96","2.1740178356230544","1942738351.882524","208.21","212.2","696726","210.95","212.47","7600555.8962199995","156.7","228.835","207.45","27856386000","31.25","0.7017","11.840439003799075","-6.514356282803324"
"","F","16.17","2.1478205938092243","65826.76696346","15.845","16.22","53182530","16.17","16.18","4441.097726","10.61","25.87","15.83","63642773700","5.51","1.1799","10.142954390741998","-22.099181511795862"
"","FANG","133.34","0.421750263593923","306976128.2466878","130.13","133.45","2517186","128.42","134.5","1424039.3476032168","65.9304","162.2409","132.78","23567520500","6.21","1.5494","3.9915638181533986","23.439962911451097"
"","FAST","55.78","2.2360703812316585","9273795.9682368","54.6","55.81","1985112","53.7","56","164976.0502936","45.68","64.7465","54.56","31354486200","30.55","0.8888","8.60591900311527","-12.92538245394942"
"","FBHS","69.49","0.6226469736460905","23101370.226534594","68.7","70.07","743530","67.25","72.82","431589.728922","56.86","109.23","69.06","8930632000","12.49","1.2542","-0.272675086107943","-34.9953227315248"
"","FCX","31.68","0.031575623618551596","985674.72313356","31.06","31.69","10878756","31.65","31.75","40769.310240000006","24.8","51.99","31.67","45898064200","9.61","1.5705","0.22187004754359307","-24.227174694464402"
"","FDS","441.07","1.8284658894147654","36630463787.67396","434.66","441.11","124197","330.2","465.05","75584859.627088","345.92","495.395","433.15","16450863700.000002","42.53","0.9419","2.6508099050456035","-9.246723318450234"
"","FDX","230.5","0.5496422962833591","2781397480.4027386","227.96","230.73","1680693","229.8","230.68","12582422.514687998","192.82","282.88","229.24","59567097000","16.02","1.0922","-1.0339353897636072","-10.810392824002468"
"","FE","40.83","1.8966808085849607","2682007.2219400504","40.13","40.85","3898809","39.94","40.8","70447.34706","35.32","48.85","40.07","22895797600","16.88","0.8192","-0.6569343065693456","-1.8273623467179756"
"","FFIV","172.65","1.4156484962406068","866561817.1613761","170.55","172.87","363793","171.93","175","6123044.3355","142.43","249","170.24","10138813400","30.41","0.8773","3.1608508604206387","-29.44710064974868"
"","FIS","102.12","1.6018306636155666","106573745.1553613","101.24","102.56","2494605","98","102.4","1177165.323","85","135.615","100.51","61107969300","72.94","1.0898","-0.03915426781518905","-6.440677966101694"
"","FISV","109","0.9633197480548361","139870670.6048864","108.28","109.4","2959870","104","109.75","1140883.946046","87.03","119.86","107.96","69049488600","35.08","1.0907","3.4916729750189335","5.376240485595907"
"","FITB","37.32","0.6472491909385258","1926197.77275","36.95","37.5","3421086","35.5","37.8","60362.60401200001","31.795","50.64","37.08","25440106000","11.24","1.4987","9.87690504103167","-13.915040183696892"
"","FLT","227.66","0.39689539601341917","2695000159.3784423","226.63","230.35","844883","220","235","12891014.285095999","200.78","282.02","226.76","17537799800","19.48","1.112","3.4395020219001315","1.7065761258041379"
"","FMC","112.27","2.464178150953722","151365465.9779929","109.57","112.3","645061","112.3","112.81","1381392.2308709999","87.27","140.99","109.57","13801327600","20.22","1.0937","1.053105310531044","2.1658021658021553"
"","FOX","33.75","0.2673796791443861","1284373.279035","33.39","33.86","998399","30","35.7","39985.434","28.96","40.91","33.66","18740171300","16.86","0.8837","9.223300970873783","-1.5173621243069868"
"","FOXA","36.5","0.19214932747735336","1765058.684059","36.13","36.74","2422547","34","37","51394.144375","31.325","44.95","36.43","20282366100","18.25","0.8571","10.238598610691628","-1.0840108401083959"
"","FRC","168.9","1.7592481021809991","789024838.0357199","166.54","169","590720","168","169.02","5020187.37198","133.37","222.86","165.98","29810505900","20.49","1.0713","3.804314424436117","-18.2121931141349"
"","FRT","112.02","1.9754210286754725","151531734.2963008","110.54","111.74","459419","110","112.02","1443992.268736","92.02","140.51","109.85","8724309000","31.77","1.0982","5.747561783921995","-18.075117370892013"
"","FTNT","54.35","3.4843869002284755","8213143.7331840005","52.95","54.4","5007717","53","54.8","196691.20438716","48.726","74.354","52.52","42154442700","64.39","1.0103","-8.985750209555743","-24.471341124095712"
"","FTV","68.51","1.8281807372175995","21340736.513605602","67.55","68.54","1323612","64.94","75","287110.262439","52.47","79.87","67.28","23931294200","37.38","0.9983","6.2994569433669545","-10.197928955302139"
"","GD","237.95","2.6442929859373576","3046697017.7845597","232","238.07","1409304","237.21","238.5","11445707.57112","188.64","254.99","231.82","63575707700","19.62","0.8177","4.976397405920507","14.141123423034486"
"","GE","79.96","1.343472750316832","39625126.8342633","78.57","79.97","5154487","79.86","79.96","556454.1522085001","59.93","116.165","78.9","86517795000","","1.1916","8.145041266405094","-15.391129459087537"
"","GILD","62.96","0.816653322658123","15392558.901753599","62.16","62.98","3997794","62.05","63.5","266765.914608","57.165","74.12","62.45","78331659500","19.04","0.4671","5.372384937238506","-13.290180415920672"
"","GIS","77.07","0.14293139293140023","35061084.34628799","76.57","77.27","2409390","76.8","77.46","341407.2816","56.67","78.24","76.96","45957279700","17.41","0.3565","2.9549405000668383","14.277233600474926"
"","GL","103.26","1.68389955686854","110389857.205059","101.91","103.3","362661","101.43","106.25","956040.583575","85.25","108.605","101.55","10012789400","14.45","1.1542","2.511664846619688","10.179257362355965"
"","GLW","37.54","1.0770059235325702","1950165.29542464","37.24","37.56","2146620","37.2","37.64","49983.98819399999","30.63","43.47","37.14","31395110500","15.97","1.2197","2.1218715995647397","0.8326618318560408"
"","GM","39.45","2.574102964118574","2309108.0165999997","38.5","39.5","8905309","39.41","39.45","80479.16276399998","30.33","67.21","38.46","56076603000","7.31","1.3126","8.880308880308885","-32.66245949172779"
"","GNRC","280.52","5.320067580251542","5677355445.83809","269.93","281.5","1097901","280.7","282","29112904.591127995","197.94","524.31","266.35","17001120500","34.38","1.296","4.554603056280282","-20.288701977722223"
"","GOOG","122.65","2.3618761475546757","217087674.894618","120.44","122.65","16121087","122.5","122.89","1906696.88352","102.208","152.1","119.82","1563195684000","22.3","2.0052","5.15260631001373","-15.226414246662445"
"","GOOGL","121.61","2.3308650286098853","210213163.95985153","119.47","121.68","19096268","121.61","121.8","1878772.514712152","101.88468","151.54657","118.84","1550410408000","22.11","2.0171","4.6079779917469255","-15.997017645596879"
"","GPC","158.1","0.9514079560692057","612433706.3892175","156.46","158.09","551955","156.77","158.69","2880004.9666199996","115.63","157.54","156.61","22149508900","20.29","1.0125","3.421207561980766","12.767475035663335"
"","GPN","135.44","1.415200299513275","330522677.3882881","134.4","135.96","1745068","134.83","135.4","2511467.9290239997","105.52","175.73","133.55","37599667000","726.21","1.3025","10.725964682799226","0.19233614440006264"
"","GRMN","100.07","1.4188709840883718","98272045.05231826","99.17","100.36","705866","99.33","100.66","1651704.3392685","92.31","178.805","98.67","19029002800","18.8","0.9088","2.5097316123745106","-26.510978923404572"
"","GS","354.7","0.8587352138307525","15450264879.17445","350.2","354.56","2369177","353.87","354.8","41893630.49498016","277.84","426.1582","351.68","120783441000","7.95","1.189","6.127958247097998","-7.510129394850351"
"","GWW","579.88","2.3871742354686143","108052892189.80905","567","580.26","209204","565","621.85","129705831.98126402","391.16","571.83","566.36","28811412800","22.22","0.94","6.687763324931462","11.894103118246369"
"","HAL","29.6","0.101454176530269","747415.7849221501","28.81","29.69","8558277","29.4","29.6","23161.698381000002","17.818","43.99","29.57","26818334100","18.54","1.6958","0.8532423208191142","29.20857017927416"
"","HAS","80.58","2.4669379450661166","40282279.94349504","78.84","80.63","605759","78.1","82","655464.919779","76.935","105.73","78.64","10859476200","20.24","1.015","2.3628048780487854","-20.829239536254672"
"","HBAN","14.36","1.1980267794221344","41375.683041","14.15","14.36","7707306","14.31","14.37","2979.1934549999996","11.67","17.79","14.19","20464676100","12.62","1.2013","7.975921745673453","-6.939040207522695"
"","HCA","218.89","1.094587105117295","2251682316.8514705","216.91","219.03","715589","216","219.37","10044953.902466","164.47","279.02","216.52","62146653000","10.41","1.1395","3.0458525562564676","-14.802273081114759"
"","HD","314.98","1.380797579580939","9560846758.110035","310.33","314.91","2273796","314.52","315","35033260.485879","264.51","420.61","310.69","319314754400","19.72","1.0357","4.635475510068443","-24.124719886267798"
"","HES","113.72","1.4089530943463435","161048560.43437058","110.72","114.06","1095243","112.49","114.8","925654.593226","61.93","131.435","112.14","34720226100","23.79","1.3242","1.1114074864408297","53.61339997298391"
"","HIG","68.96","1.9213715637008466","21898530.101568","68.02","69","1709266","68","69.65","332007.251088","61.59","78.17","67.66","21863787700","11.13","1.1163","6.964479602916085","-0.11587485515645035"
"","HII","230.46","1.3723937714436474","2739661109.0507073","226.75","230.61","158819","219.29","240","9603029.6739","175.5","237.43","227.34","9104330400","15.59","0.7542","6.281128942999459","23.412230909285636"
"","HLT","137.44","2.041725443611253","342683910.63789696","134.64","137.49","1196046","135.45","137.5","2503029.228496","108.41","167.99","134.69","36943716000","39.1","0.9939","7.316311392207386","-11.891787935124054"
"","HOLX","73.05","1.3597890939364587","27663915.471779786","72.03","73.01","669078","70","74.83","393827.99716800003","66.58","81.04","72.07","17992491700","12.17","0.8501","2.255533762958817","-4.663009404388729"
"","HON","200.61","1.0578812150521477","1588698918.333858","198.24","200.98","2257876","190.96","204","7888823.6782737505","167.35","234.6775","198.51","133734598900.00002","27.07","0.9947","4.369739166580056","-3.6640928492638225"
"","HPE","14.8","0.8861622358554921","47427.86119680001","14.72","14.84","11828836","14.78","14.85","3259.3152000000005","12.4","17.76","14.67","19061171100","5.28","1.0952","3.93258426966292","-6.150919467343052"
"","HPQ","34.68","1.3442431326709636","1400165.7474419996","34.05","34.68","5489206","34.25","34.7","37518.385904999996","26.11","41.47","34.22","35388270800","6.15","1.1601","3.7735849056603765","-8.016989646933903"
"","HRL","49.88","0.5442451118726099","6088847.5851588","49.35","49.88","902878","49.6","49.88","111230.32060799998","40.48","55.11","49.61","27089838200","28.34","0.3312","1.0539116335630316","2.151198524892428"
"","HSIC","77.52","1.0427528675703845","35416248.484310396","76.69","77.65","498142","75","77.52","504714.89040000003","70.25","92.68","76.72","10591272700","16.68","0.7971","-1.6618038817709069","-0.012898232942093468"
"","HST","19.53","1.9311064718162907","140606.39030256","19.24","19.53","4119817","18.66","19.74","6197.105313","14.67","21.63","19.16","13695127300","23.97","1.1798","9.657495788882663","12.305922944220814"
"","HSY","225.76","0.2575717204014394","2574288706.8206663","223.95","226.115","690703","224.9","225.76","8787231.194880001","167.8","231.96","225.18","46158297100","28.63","0.6446","-0.965081593261985","16.689926086731788"
"","HUM","496.88","2.646311483876307","58294391030.08579","487.29","497.37","556657","494.52","497.47","86810632.23232","351.2","497.47","484.07","61260994800","19.75","0.9309","3.0871369294605877","7.118527141810027"
"","HWM","38.56","0.8631964425843686","2175624.8785559246","38.19","38.655","4392476","37.8","38.56","40808.03541","27.41","38.62","38.23","15880856700","53.92","1.4057","3.824400754107171","21.11215834118756"
"","IBM","134.01","1.109099139882308","314355883.5337991","131.99","134.09","2767054","133.54","134.2","2221921.821888","114.56","144.73","132.54","119707477200","21.54","0.831","2.461961923694478","0.26185844680532977"
"","ICE","109.68","2.8603582481478096","137735548.676154","107.25","109.81","1971509","108.5","109.9","1380661.65636","90.05","139.79","106.63","59548376500","17.84","0.8357","7.539954897538981","-19.80697521386269"
"","IDXX","396.43","-0.06302309166078546","24708411502.08127","393.82","398.97","552965","384.32","410","87775481.0569","318.5","695.18","396.68","33323976100","51.27","0.9365","-0.6889122701538186","-39.79436867843149"
"","IEX","215.2","0.5513503410896181","2130126321.72672","214","216.12","381074","200","320","8905238.76996","172.185","240.33","214.02","16153287900","31.87","0.8783","3.0898203592814255","-8.937034529451592"
"","IFF","124.37","1.7507976765114952","230608124.49738204","121.9","124.445","768661","119","125.3","2058707.8530480003","105.38","157.08","122.23","31148848700","49.08","0.8985","0.2579604997984708","-17.444407567208764"
"","ILMN","208.6","-8.283503341540632","2004708641.78","200","211.55","6562786","208","209.3","19006468.877499998","173.45","526","227.44","35730824000","49.61","1.0303","-3.8559165589809985","-45.24103669435391"
"","INCY","73.99","0.3118221258134435","29968815.674134396","73.61","74.6","1264498","70.95","75.91","388719.975574","61.91","84.86","73.76","16406510600.000002","17.36","0.6537","-4.750257466529362","0.8038147138964336"
"","INTC","36.09","1.4048890137679182","1656710.9167276204","35.67","36.14","37675228","36","36.15","69910.11551999999","34.4","56.28","35.59","146132540000","7.63","1.1701","-0.5508124483613375","-29.883495145631066"
"","INTU","487","1.7189882407001367","54297546930.26194","477.91","487.62","1178722","481.01","491.44","118391534.84793602","339.36","716.86","478.77","135401901200","54.31","1.3023","6.683911699585687","-24.340039177886265"
"","IP","44.51","1.621004566210038","3807481.6359611996","43.77","44.62","2823772","43.4","45","102318.06985737101","40.21","57.16901","43.8","15856344600","9.08","0.9942","4.068272153378527","-5.257556406981689"
"","IPG","30.34","-0.09878169245967072","846750.87317576","30.11","30.52","1957846","29.81","30.48","31974.500751999996","26.36","39.98","30.37","11875520400","12.28","1.2142","1.573485102109129","-18.985313751668897"
"","IPGP","105.18","2.0768633540372727","119317527.53356801","104","105.86","201324","96.39","112.7","1570026.8244960003","82.68","180.54","103.04","5344952700","20.51","1.0619","-1.3135672734096326","-38.898570930637845"
"","IQV","245.81","1.5743801652892575","3524926039.246744","240.86","246.02","878893","240.8","249","13666961.937447","194.67","285.61","242","45134936000","40.41","1.1618","2.3057393765347323","-12.876586092011056"
"","IR","53.6","3.355187042036256","7741469.7602063995","51.93","53.63","3699740","51.6","53.75","131899.54463999998","39.285","62.64","51.86","21051529800","35.28","1.0843","7.63052208835342","-13.366736705996441"
"","IRM","54.03","0.8210487031162561","8385106.522073399","53.48","54.15","793715","54.16","54.26","131956.31816100003","41.67","58.61","53.59","15571217600","42.11","0.865","11.425036089915451","3.2486145614370354"
"","ISRG","238.06","0.8643335310566824","3150932790.363527","234.72","238.61","1744533","232.82","240","16464021.080199001","186.83","369.69","236.02","84285338200","60.27","1.1092","3.562584176912731","-33.657111049262454"
"","IT","307.99","2.8038319036016057","8544814980.62621","300.61","308.06","413204","296.5","308.99","25160258.4213695","221.39","368.995","299.59","24128709000","33.8","1.0682","16.01250565014314","-7.875687963627653"
"","ITW","217.46","2.0124783037012817","2157624332.625436","213.92","217.58","595265","212","217.9","9426324.64543632","173.52","249.8121","213.17","66390304300","25.27","0.9386","4.66884867154409","-11.88816855753647"
"","IVZ","19.07","3.1368307193077483","125739.11650516","18.68","19.09","4184312","19","19.29","7835.02392","15.2","27.03","18.49","8413412200.000001","7.98","1.5752","7.49718151071026","-17.158992180712417"
"","J","133","3.4134204183189354","293517532.56111294","129.01","133.01","491056","129.46","133","2281351.0215999996","114.11","150.32","128.61","16411407700","36.12","0.926","-3.1318281136198167","-4.474610356963293"
"","JBHT","195.25","1.223495256363738","1414974103.9302194","192.63","195.16","591603","178","200","6552907.486528","153.92","218.18","192.89","20024489600","21.74","0.8789","6.471326458231008","-4.535225048923685"
"","JCI","58.05","2.998580553584107","10754894.158046998","56.55","58.13","4084886","57.6","58.3","216071.99172","45.52","81.77","56.36","39207904800","38.26","0.9363","7.6794657762938145","-28.60656745787726"
"","JKHY","208.88","0.9618637923534346","1872809428.050868","206.74","209.62","384862","190","227.89","6550779.676","147.5","212.62","206.89","15074377800","42.47","0.6965","0.5342445973913312","25.08533445116472"
"","JNJ","165.46","-1.0051453871006255","764269697.8552501","165.15","167.5","14606901","165.4","165.43","4805496.93204","155.72","186.69","167.14","439441145200","24.29","0.5504","-5.283062113224846","-3.3728882913427127"
"","JNPR","28.91","0.5915100904662518","694178.7729307199","28.77","29.04","1676381","28.5","28.9","28888.837880000003","26.2","38.14","28.74","9271782700","24.31","0.8263","3.13949339992865","-19.04228507420891"
"","JPM","122.2","1.7146662227401466","214243989.67522797","119.44","122.25","9906716","122.08","122.2","2240369.525088","106.06","172.96","120.14","352857187000","9.64","1.1556","5.868585298196938","-22.873381749289546"
"","K","75.25","-0.18570102135562205","32376191.8273269","75.07","75.65","1417905","75.1","75.25","344434.73219999997","59.54","76.5","75.39","25641119100","17.37","0.3283","2.2997835497835517","17.3859049984477"
"","KEY","19.41","1.0411244143675225","137907.342224055","19.055","19.41","7441204","19.42","19.49","8651.499928500001","16.405","27.17","19.21","17916072000","8.39","1.4806","6.0655737704917945","-16.08300907911803"
"","KEYS","169.6","1.7274472168905985","803052796.1284608","167.28","169.78","795636","169","169.79","4536393.70624","127.93","209.08","166.72","30000597100","30.12","1.0343","4.305043050430513","-17.87322647813665"
"","KHC","38.63","-0.25819777949908085","2237195.40869259","38.41","38.89","4582318","38.4","39.25","56886.004276499996","32.785","44.87","38.73","47461291200","31.57","0.7294","4.995927233233788","7.715877437325913"
"","KIM","23.35","2.188183807439814","286158.9712532501","22.93","23.39","3120849","23.11","23.28","11490.92319375","18.525","26.565","22.85","14132313700","19.1","1.2344","5.608322026232493","-5.273833671399586"
"","KLAC","381.14","2.250838363514407","20418418457.619415","374.38","383.83","1137117","374.98","390","49284299.54752","282.83","457.12","372.75","55627346300","17.01","1.524","-0.6101058559733086","-11.37150961381973"
"","KMB","135.36","0.5422268439426725","332238788.22932523","134.35","135.58","690573","134.5","135.36","2317261.1377439993","117.32","145.79","134.63","45454049900","25.48","0.442","2.7999089460505333","-5.205709487825361"
"","KMI","18.75","0.8606777837547153","120133.58725368002","18.48","18.71","11363997","18.65","18.76","5667.7514712","15.0124","20.2","18.59","41883270000","17.41","0.998","3.891050583657596","17.84363177805801"
"","KMX","101.58","-0.11799410029499358","106087802.6412648","100.56","102.11","658190","101.58","102.4","1336927.7118340002","84.37","155.98","101.7","16187182200","17.26","1.1956","2.059473578460924","-21.991860554403743"
"","KO","63.68","0.7276178424549196","16199542.875297602","63.09","63.76","9489284","63.6","63.68","223791.85920000004","52.28","67.2","63.22","273403108599.99997","28.74","0.6874","-0.7324294841826395","7.583178517142386"
"","KR","47.13","-0.12714558169102386","4908513.211481879","46.62","47.26","4063112","47","47.15","113278.110036","38.22","62.78","47.19","33767276400.000004","16.29","0.2435","1.6580534022394566","4.308440123729573"
"","L","58.71","2.086593635889411","11445718.285697758","57.73","58.72","651901","57.76","61.23","205606.5297","51.35","68.2","57.51","13856862000","13.36","1.1798","0.7896995708154497","1.6447368421052655"
"","LDOS","100.06","1.9356153219233896","96694358.01131134","98.32","100.13","499226","98.15","101.97","901390.3499040001","81.07","111.12","98.16","13414741900","19.07","0.8323","-6.4859813084112155","12.553430821147348"
"","LEN","88.12","0.4102096627164986","59406780.96225599","86.8","88.35","2078917","88.1","89.17","648868.497732","62.54","117.54","87.76","25572035400","6.01","1.2843","3.8470588235294034","-24.009986225895318"
"","LH","259.42","0.26281208935612366","4477333659.081318","256.9","259.65","434478","252","260.44","17476323.273360003","212.4","317.17","258.74","23390096000","12.38","0.9791","-1.0564857546054296","-17.437382642181966"
"","LHX","236","2.0364045138138387","2989762567.1030374","230.68","236.7","1024217","236","236.75","13290393.154507","200.705","279.71","231.29","44258035400","23.83","0.7441","-1.3460015835312755","11.02044644531983"
"","LIN","311.55","1.8569980710759548","9084465378.644749","305.98","311.56","1149140","307.9","312","29089411.536480006","265.12","352.18","305.87","152435208400","44.32","0.9658","3.1622516556291336","-10.068412089022317"
"","LKQ","56.14","1.610859728506786","9669127.535183998","55.36","56.23","737116","53.89","57.5","143912.54990808002","42.36","60.4299","55.25","15160047500","13.11","1.2845","2.516411378555783","-6.346826586706655"
"","LLY","308.2","2.334229836969137","8647031287.110435","302.1","308.49","2305105","308.4","308.5","22748524.30128","220.2","335.33","301.17","286159687200","48.03","0.6683","-6.554642239679708","11.53428426616463"
"","LMT","434","1.200886090707698","34545049009.800224","427.17","434.26","978009","434","435","67579078.41176128","324.2278","479.99","428.85","113710435200","24.82","0.692","4.937048403856847","22.180017444641397"
"","LNC","51.2","2.114080574391708","6619053.248614401","50.27","51.29","1398461","50.8","51.5","178284.40576","44.89","77.57","50.14","8621422600","10.28","2.0219","-0.2726918582002358","-24.99267506592441"
"","LNT","63.21","2.547047371836464","15495515.174683599","62.62","63.37","1866163","60.98","64","224452.47090000004","54.2","65.37","61.64","15460175000","22.26","0.634","3.971770884621706","3.058402472750932"
"","LOW","206.47","2.1218715995647397","1752102084.3048215","201.81","207.98","3014054","206.26","206.49","9248678.542884","170.12","263.31","202.18","129219101200","16.47","1.1449","7.800344593536268","-20.1214794181368"
"","LRCX","518.19","4.167169219635758","67280221905.14796","501.97","519.55","1258953","517.09","520.02","142653819.55416638","375.87","731.8492","497.46","69005163900","15.19","1.6219","3.612315438253","-27.88847945491204"
"","LUMN","11.23","0.7174887892376747","15748.102450500004","11.13","11.3","6653615","11.2","11.25","1515.4710935","9.31","14.495","11.15","11518619000","5.75","0.9126","3.1221303948576695","-10.517928286852596"
"","LUV","39.46","1.2573774698485973","2365849.6006471203","38.92","39.53","3207289","39.32","39.44","76374.782648","34.36","56.33","38.97","23107495300","24.75","1.0811","3.5152151101783824","-7.889822595704954"
"","LVS","38.67","2.6001591934200263","2104479.8162941197","37.33","38.68","3481888","38.4","38.67","53898.10098750001","28.875","48.27","37.69","28801039600","","1.2096","2.6001591934200263","2.7364505844845954"
"","LW","81.67","1.6934379280288958","43190457.31309752","80.58","81.72","1082388","72.27","82.5","333960.4394820001","49.71","82.26","80.31","11544401900","58.26","1.0363","2.5232237007281055","28.85768381192806"
"","LYB","92.33","1.0064544360573358","70857381.97173403","90.91","92.35","1325294","92.1","92.23","888994.8623640001","82.14","117.22","91.41","29818490500","5.57","1.3898","3.6018850987432627","0.10842459069715371"
"","LYV","97.89","1.5140516436793483","89370454.18616407","96.54","98.07","811150","97.25","97.95","977175.6676500001","78.14","127.75","96.43","22176200000","","1.2878","4.149377593361003","-18.2137187734982"
